脱敏客户ID,付款时间,支付金额
cumid4574,2023-10-16 15:22:31,9.39
cumid4575,2023-10-16 15:24:43,18.95
cumid4576,2023-10-16 15:27:43,19.13
cumid4577,2023-10-16 15:28:55,18.75
cumid4578,2023-10-16 15:31:29,20.15
cumid4579,2023-10-16 15:32:44,39.49
cumid4580,2023-10-16 15:37:10,19.02
cumid654,2023-10-16 15:37:20,9.86
cumid4581,2023-10-16 15:42:46,19.09
cumid4582,2023-10-16 15:45:13,18.86
cumid4583,2023-10-16 15:48:38,18.93
cumid4584,2023-10-16 15:49:48,19.19
cumid4585,2023-10-16 15:51:25,18.81
cumid4586,2023-10-16 16:00:50,20.1
cumid4587,2023-10-16 16:06:44,19.0
cumid4588,2023-10-16 16:10:02,28.5
cumid4589,2023-10-16 16:14:25,25.55
cumid4590,2023-10-16 16:16:59,19.69
cumid4466,2023-10-16 16:20:05,30.1
cumid4591,2023-10-16 16:26:10,9.36
cumid4592,2023-10-16 16:35:19,9.9
cumid4593,2023-10-16 16:39:37,18.76
cumid4594,2023-10-16 16:44:24,18.78
cumid4595,2023-10-16 16:44:27,9.98
cumid4596,2023-10-16 16:47:07,29.78
cumid4597,2023-10-16 16:48:11,9.53
cumid4598,2023-10-16 16:48:55,29.1
cumid4599,2023-10-16 16:49:18,9.39
cumid4600,2023-10-16 16:49:45,9.41
cumid4601,2023-10-16 16:51:17,19.18
cumid4602,2023-10-16 16:52:28,19.4
cumid4603,2023-10-16 16:52:39,9.74
cumid4604,2023-10-16 16:53:08,35.69
cumid4605,2023-10-16 16:53:22,9.73
cumid4606,2023-10-16 16:53:33,9.56
cumid4607,2023-10-16 16:53:40,9.85
cumid4608,2023-10-16 16:54:35,9.26
cumid4609,2023-10-16 16:54:47,9.42
cumid4610,2023-10-16 16:55:32,28.51
cumid4611,2023-10-16 16:55:50,9.61
cumid4612,2023-10-16 16:56:33,9.44
cumid97,2023-10-16 16:56:34,17.79
cumid4611,2023-10-16 16:57:14,19.87
cumid4613,2023-10-16 16:57:24,9.31
cumid4614,2023-10-16 16:58:06,20.1
cumid4615,2023-10-16 16:58:24,9.45
cumid4616,2023-10-16 16:58:34,18.74
cumid4617,2023-10-16 16:58:47,9.21
cumid4618,2023-10-16 16:59:44,9.9
cumid4611,2023-10-16 16:59:44,19.09
cumid4619,2023-10-16 17:02:12,9.16
cumid4620,2023-10-16 17:04:00,9.88
cumid4621,2023-10-16 17:06:32,9.9
cumid4623,2023-10-16 17:08:44,9.44
cumid4624,2023-10-16 17:09:13,28.77
cumid4625,2023-10-16 17:11:23,19.05
cumid4626,2023-10-16 17:11:43,9.44
cumid4627,2023-10-16 17:14:22,29.63
cumid4628,2023-10-16 17:15:25,9.15
cumid4629,2023-10-16 17:15:43,9.58
cumid3447,2023-10-16 17:16:38,9.51
cumid4630,2023-10-16 17:20:50,18.69
cumid4631,2023-10-16 17:20:57,9.27
cumid4632,2023-10-16 17:21:42,9.77
cumid4233,2023-10-16 17:23:41,112.25
cumid4633,2023-10-16 17:24:15,20.04
cumid4634,2023-10-16 17:24:32,9.19
cumid4635,2023-10-16 17:26:28,9.65
cumid1153,2023-10-16 17:27:25,19.92
cumid4636,2023-10-16 17:29:12,9.91
cumid4637,2023-10-16 17:30:18,9.39
cumid4638,2023-10-16 17:35:28,9.44
cumid4639,2023-10-16 17:35:32,19.88
cumid4640,2023-10-16 17:37:03,19.92
cumid4641,2023-10-16 17:41:20,18.74
cumid4642,2023-10-16 17:41:46,9.37
cumid4643,2023-10-16 17:43:01,37.16
cumid4644,2023-10-16 17:43:33,19.83
cumid4645,2023-10-16 17:44:49,9.68
cumid4646,2023-10-16 17:45:17,9.84
cumid4647,2023-10-16 17:47:01,39.24
cumid4648,2023-10-16 17:51:01,18.87
cumid4649,2023-10-16 17:53:29,9.54
cumid4650,2023-10-16 17:54:17,19.8
cumid4651,2023-10-16 17:55:41,19.12
cumid4652,2023-10-16 18:00:52,28.1
cumid4653,2023-10-16 18:01:04,9.47
cumid4654,2023-10-16 18:06:44,39.31
cumid4655,2023-10-16 18:08:29,10.02
cumid4656,2023-10-16 18:08:54,18.8
cumid4657,2023-10-16 18:10:55,9.77
cumid4658,2023-10-16 18:14:05,19.2
cumid4659,2023-10-16 18:18:57,9.7
cumid4660,2023-10-16 18:20:11,19.12
cumid4661,2023-10-16 18:22:11,146.56
cumid4662,2023-10-16 18:22:42,9.45
cumid4663,2023-10-16 18:25:52,9.78
cumid4664,2023-10-16 18:27:36,19.31
cumid4665,2023-10-16 18:28:29,9.43
cumid4666,2023-10-16 18:29:17,9.29
cumid4666,2023-10-16 18:29:44,9.29
cumid4666,2023-10-16 18:30:05,9.74
cumid4667,2023-10-16 18:31:40,29.13
cumid2356,2023-10-16 18:33:02,9.7
cumid4668,2023-10-16 18:33:32,18.86
cumid4669,2023-10-16 18:34:32,29.93
cumid4670,2023-10-16 18:36:10,9.71
cumid4671,2023-10-16 18:36:12,9.38
cumid4672,2023-10-16 18:38:52,19.9
cumid4673,2023-10-16 18:40:02,9.75
cumid4674,2023-10-16 18:41:35,9.36
cumid4675,2023-10-16 18:41:44,18.77
cumid4676,2023-10-16 18:41:55,19.08
cumid4677,2023-10-16 18:42:59,19.65
cumid4678,2023-10-16 18:46:57,9.38
cumid4679,2023-10-16 18:49:18,19.94
cumid4680,2023-10-16 18:51:16,9.39
cumid4681,2023-10-16 18:51:36,19.61
cumid4682,2023-10-16 18:55:00,17.98
cumid4683,2023-10-16 18:55:01,19.49
cumid4684,2023-10-16 18:55:40,18.98
cumid4685,2023-10-16 18:55:46,26.65
cumid4686,2023-10-16 18:57:42,28.9
cumid4687,2023-10-16 18:57:54,30.46
cumid4688,2023-10-16 18:59:46,9.69
cumid4689,2023-10-16 19:02:25,18.92
cumid4690,2023-10-16 19:03:19,9.96
cumid4691,2023-10-16 19:04:01,9.55
cumid4692,2023-10-16 19:08:06,655.08
cumid250,2023-10-16 19:13:30,9.74
cumid4693,2023-10-16 19:15:03,207.59
cumid4694,2023-10-16 19:19:51,9.31
cumid4695,2023-10-16 19:20:40,19.77
cumid4696,2023-10-16 19:21:41,9.14
cumid67,2023-10-16 19:23:32,40.1
cumid4697,2023-10-16 19:29:29,19.24
cumid4698,2023-10-16 19:30:17,9.86
cumid4699,2023-10-16 19:30:28,9.34
cumid4700,2023-10-16 19:35:39,18.94
cumid4701,2023-10-16 19:36:49,19.65
cumid903,2023-10-16 19:38:54,9.69
cumid4702,2023-10-16 19:39:12,9.95
cumid4703,2023-10-16 19:41:09,9.39
cumid4704,2023-10-16 19:41:24,19.09
cumid4705,2023-10-16 19:42:09,9.68
cumid4706,2023-10-16 19:43:28,29.96
cumid4707,2023-10-16 19:43:51,9.44
cumid4708,2023-10-16 19:44:05,9.86
cumid4709,2023-10-16 19:47:27,19.88
cumid4710,2023-10-16 19:49:59,9.8
cumid4711,2023-10-16 19:51:21,115.77
cumid4712,2023-10-16 19:55:49,19.24
cumid4713,2023-10-16 19:56:08,9.71
cumid4714,2023-10-16 19:59:01,86.99
cumid4715,2023-10-16 20:00:27,150.46
cumid4716,2023-10-16 20:02:40,9.7
cumid4717,2023-10-16 20:03:24,9.55
cumid4718,2023-10-16 20:10:11,17.12
cumid4719,2023-10-16 20:10:17,16.8
cumid4720,2023-10-16 20:12:07,9.62
cumid4721,2023-10-16 20:13:55,17.83
cumid4722,2023-10-16 20:15:52,19.83
cumid4723,2023-10-16 20:17:27,18.56
cumid4724,2023-10-16 20:20:59,18.52
cumid4725,2023-10-16 20:23:18,9.35
cumid4726,2023-10-16 20:24:36,9.63
cumid4727,2023-10-16 20:24:42,9.65
cumid4728,2023-10-16 20:25:12,9.43
cumid4727,2023-10-16 20:25:43,9.94
cumid4729,2023-10-16 20:27:50,9.4
cumid4730,2023-10-16 20:29:59,18.98
cumid4731,2023-10-16 20:32:17,9.53
cumid4732,2023-10-16 20:32:43,19.67
cumid4733,2023-10-16 20:34:54,9.76
cumid4734,2023-10-16 20:39:52,18.89
cumid4514,2023-10-16 20:44:24,9.63
cumid4735,2023-10-16 20:46:46,19.86
cumid4736,2023-10-16 20:51:43,10.03
cumid4737,2023-10-16 20:51:47,9.92
cumid4738,2023-10-16 21:00:18,9.37
cumid4739,2023-10-16 21:00:24,9.79
cumid4740,2023-10-16 21:02:17,9.17
cumid4741,2023-10-16 21:02:51,9.61
cumid4742,2023-10-16 21:03:55,9.29
cumid4743,2023-10-16 21:07:00,9.14
cumid4744,2023-10-16 21:11:38,18.58
cumid1812,2023-10-16 21:13:30,9.59
cumid4094,2023-10-16 21:14:18,9.17
cumid4745,2023-10-16 21:15:58,9.3
cumid4038,2023-10-16 21:18:43,18.2
cumid4746,2023-10-16 21:23:24,19.88
cumid4747,2023-10-16 21:28:21,113.96
cumid4748,2023-10-16 21:29:53,19.33
cumid3543,2023-10-16 21:31:24,20.11
cumid610,2023-10-16 21:31:43,9.24
cumid4749,2023-10-16 21:31:51,9.33
cumid4750,2023-10-16 21:39:04,19.77
cumid4751,2023-10-16 21:40:04,9.63
cumid4752,2023-10-16 21:41:12,9.36
cumid4753,2023-10-16 21:42:06,19.28
cumid4754,2023-10-16 21:46:22,9.78
cumid4755,2023-10-16 21:46:51,9.86
cumid4756,2023-10-16 21:50:40,9.15
cumid4757,2023-10-16 21:51:00,39.87
cumid4758,2023-10-16 21:53:14,9.39
cumid4759,2023-10-16 21:56:03,40.12
cumid1572,2023-10-16 21:58:31,659.94
cumid4760,2023-10-16 22:11:50,28.58
cumid4761,2023-10-16 22:14:04,19.65
cumid4762,2023-10-16 22:15:43,9.32
cumid4763,2023-10-16 22:17:02,9.16
cumid4764,2023-10-16 22:22:21,9.45
cumid4765,2023-10-16 22:23:11,127.01
cumid4766,2023-10-16 22:24:00,19.19
cumid4767,2023-10-16 22:24:33,9.28
cumid4768,2023-10-16 22:27:30,18.03
cumid4769,2023-10-16 22:34:16,9.92
cumid4770,2023-10-16 22:35:39,9.37
cumid4771,2023-10-16 22:38:06,9.26
cumid4772,2023-10-16 22:42:50,19.83
cumid4773,2023-10-16 22:45:15,9.71
cumid4774,2023-10-16 22:48:19,9.67
cumid4775,2023-10-16 22:50:41,9.96
cumid4776,2023-10-16 22:54:27,9.47
cumid4777,2023-10-16 22:54:32,19.52
cumid4778,2023-10-16 22:59:20,19.17
cumid4779,2023-10-16 23:02:00,19.61
cumid656,2023-10-16 23:05:01,18.53
cumid4780,2023-10-16 23:11:12,18.92
cumid4781,2023-10-16 23:13:01,9.92
cumid4782,2023-10-16 23:13:13,19.4
cumid1181,2023-10-16 23:20:20,19.66
cumid4783,2023-10-16 23:20:33,19.09
cumid3435,2023-10-16 23:23:58,39.42
cumid4784,2023-10-16 23:24:16,9.85
cumid4785,2023-10-16 23:28:25,9.48
cumid4786,2023-10-16 23:30:03,19.71
cumid4787,2023-10-16 23:31:24,19.51
cumid4788,2023-10-16 23:32:13,30.55
cumid4789,2023-10-16 23:35:55,9.29
cumid4790,2023-10-16 23:36:15,10.0
cumid4791,2023-10-16 23:43:25,9.64
cumid4792,2023-10-16 23:47:01,9.31
cumid4793,2023-10-16 23:49:58,64.88
cumid4794,2023-10-16 23:50:13,9.48
cumid4795,2023-10-16 23:52:04,19.91
cumid4796,2023-10-16 23:56:37,20.01
cumid97,2023-10-16 23:59:25,9.94
cumid4797,2023-10-17 00:00:04,9.34
cumid4798,2023-10-17 00:02:15,5.0
cumid4799,2023-10-17 00:02:22,4.74
cumid4800,2023-10-17 00:02:39,4.98
cumid4801,2023-10-17 00:02:48,4.95
cumid4802,2023-10-17 00:03:14,4.68
cumid4803,2023-10-17 00:03:34,5.01
cumid4804,2023-10-17 00:04:07,4.94
cumid2252,2023-10-17 00:04:37,4.91
cumid4805,2023-10-17 00:04:48,9.26
cumid2388,2023-10-17 00:04:59,5.03
cumid4806,2023-10-17 00:05:11,18.7
cumid4807,2023-10-17 00:05:14,4.68
cumid2386,2023-10-17 00:05:35,4.9
cumid4808,2023-10-17 00:05:37,4.72
cumid4809,2023-10-17 00:05:53,4.84
cumid4810,2023-10-17 00:06:02,18.51
cumid4811,2023-10-17 00:06:18,148.11
cumid4812,2023-10-17 00:06:22,4.9
cumid4813,2023-10-17 00:06:29,4.91
cumid4814,2023-10-17 00:06:36,4.71
cumid4815,2023-10-17 00:06:42,4.63
cumid4816,2023-10-17 00:06:46,37.68
cumid4817,2023-10-17 00:06:55,5.02
cumid4818,2023-10-17 00:07:15,4.66
cumid4819,2023-10-17 00:07:23,4.95
cumid2109,2023-10-17 00:08:03,4.91
cumid4820,2023-10-17 00:08:07,4.75
cumid4821,2023-10-17 00:08:13,4.94
cumid4822,2023-10-17 00:08:46,4.7
cumid2513,2023-10-17 00:08:59,4.74
cumid4823,2023-10-17 00:09:08,4.66
cumid4824,2023-10-17 00:09:48,4.86
cumid4825,2023-10-17 00:09:50,5.02
cumid4826,2023-10-17 00:09:55,4.81
cumid4827,2023-10-17 00:09:57,4.73
cumid4828,2023-10-17 00:10:04,4.92
cumid4829,2023-10-17 00:10:12,5.01
cumid4830,2023-10-17 00:10:21,4.76
cumid4831,2023-10-17 00:10:47,4.94
cumid4832,2023-10-17 00:11:22,4.9
cumid4833,2023-10-17 00:11:27,4.64
cumid4834,2023-10-17 00:12:26,4.71
cumid4835,2023-10-17 00:12:27,4.9
cumid4836,2023-10-17 00:12:41,18.67
cumid4837,2023-10-17 00:12:42,4.69
cumid4838,2023-10-17 00:13:11,4.7
cumid4840,2023-10-17 00:14:07,4.69
cumid4841,2023-10-17 00:14:11,5.0
cumid1925,2023-10-17 00:14:25,4.71
cumid4842,2023-10-17 00:14:34,4.72
cumid4843,2023-10-17 00:15:09,9.42
cumid221,2023-10-17 00:16:06,4.7
cumid4844,2023-10-17 00:16:39,4.84
cumid4845,2023-10-17 00:16:39,4.85
cumid4846,2023-10-17 00:16:55,4.67
cumid4847,2023-10-17 00:17:15,5.03
cumid4848,2023-10-17 00:17:36,4.68
cumid4804,2023-10-17 00:18:07,26.39
cumid4849,2023-10-17 00:18:15,5.0
cumid4850,2023-10-17 00:18:51,9.62
cumid4851,2023-10-17 00:18:56,20.11
cumid4852,2023-10-17 00:19:47,4.73
cumid4853,2023-10-17 00:19:48,4.75
cumid2493,2023-10-17 00:20:01,4.81
cumid4854,2023-10-17 00:20:17,4.69
cumid4855,2023-10-17 00:20:37,5.01
cumid4856,2023-10-17 00:20:45,4.83
cumid4857,2023-10-17 00:21:20,4.69
cumid4858,2023-10-17 00:21:34,4.86
cumid4859,2023-10-17 00:22:55,4.74
cumid4860,2023-10-17 00:25:17,19.76
cumid4861,2023-10-17 00:25:20,4.86
cumid4862,2023-10-17 00:25:57,9.93
cumid4863,2023-10-17 00:26:05,4.87
cumid4864,2023-10-17 00:26:57,9.35
cumid3328,2023-10-17 00:27:11,4.94
cumid4865,2023-10-17 00:27:40,5.04
cumid4866,2023-10-17 00:28:21,19.01
cumid4867,2023-10-17 00:28:44,4.99
cumid4868,2023-10-17 00:28:52,9.34
cumid4869,2023-10-17 00:29:08,5.0
cumid4870,2023-10-17 00:29:32,4.67
cumid4871,2023-10-17 00:29:54,18.07
cumid97,2023-10-17 00:31:07,4.76
cumid4872,2023-10-17 00:31:42,4.81
cumid4873,2023-10-17 00:33:16,4.83
cumid4874,2023-10-17 00:33:49,4.87
cumid4875,2023-10-17 00:35:08,5.0
cumid4876,2023-10-17 00:35:34,4.92
cumid4877,2023-10-17 00:36:35,4.82
cumid4878,2023-10-17 00:37:33,4.67
cumid2609,2023-10-17 00:37:46,4.8
cumid4879,2023-10-17 00:37:48,4.96
cumid2281,2023-10-17 00:38:02,4.79
cumid4880,2023-10-17 00:38:26,4.69
cumid4881,2023-10-17 00:39:24,4.64
cumid4882,2023-10-17 00:40:27,4.77
cumid4883,2023-10-17 00:40:38,4.95
cumid4884,2023-10-17 00:41:38,4.83
cumid4881,2023-10-17 00:42:02,17.33
cumid4885,2023-10-17 00:42:05,4.71
cumid4886,2023-10-17 00:43:44,4.89
cumid4887,2023-10-17 00:44:17,19.13
cumid4888,2023-10-17 00:46:07,4.74
cumid4889,2023-10-17 00:46:07,4.97
cumid4890,2023-10-17 00:49:33,4.84
cumid4891,2023-10-17 00:50:08,4.94
cumid4892,2023-10-17 00:52:12,4.83
cumid4893,2023-10-17 00:52:12,9.87
cumid4894,2023-10-17 00:56:29,4.97
cumid4895,2023-10-17 00:57:09,4.63
cumid4896,2023-10-17 01:00:59,4.8
cumid4897,2023-10-17 01:01:27,4.75
cumid4898,2023-10-17 01:02:09,4.8
cumid4899,2023-10-17 01:02:17,111.52
cumid4900,2023-10-17 01:03:45,4.92
cumid4901,2023-10-17 01:03:57,4.81
cumid4902,2023-10-17 01:05:42,4.68
cumid4903,2023-10-17 01:10:13,18.55
cumid4904,2023-10-17 01:16:25,4.75
cumid4905,2023-10-17 01:16:28,4.81
cumid4906,2023-10-17 01:17:54,4.97
cumid4907,2023-10-17 01:20:09,19.71
cumid4908,2023-10-17 01:24:26,9.7
cumid97,2023-10-17 01:25:28,9.26
cumid4909,2023-10-17 01:28:10,9.93
cumid4910,2023-10-17 01:29:39,4.83
cumid4911,2023-10-17 01:31:14,9.27
cumid2275,2023-10-17 01:32:28,4.87
cumid4912,2023-10-17 01:33:01,4.99
cumid4913,2023-10-17 01:36:31,4.85
cumid4914,2023-10-17 01:39:00,235.57
cumid4915,2023-10-17 01:40:16,9.19
cumid4916,2023-10-17 01:44:53,4.78
cumid4917,2023-10-17 01:49:08,4.9
cumid4918,2023-10-17 01:50:18,9.5
cumid4919,2023-10-17 01:53:48,4.88
cumid4920,2023-10-17 01:56:13,9.16
cumid4921,2023-10-17 02:01:43,19.43
cumid4922,2023-10-17 02:07:26,4.72
cumid4923,2023-10-17 02:13:50,18.85
cumid4924,2023-10-17 02:15:49,4.86
cumid4925,2023-10-17 02:19:47,18.57
cumid4926,2023-10-17 02:23:09,18.77
cumid4927,2023-10-17 02:40:49,9.69
cumid4928,2023-10-17 02:46:57,4.72
cumid4929,2023-10-17 03:17:12,4.96
cumid4930,2023-10-17 03:29:49,4.77
cumid4931,2023-10-17 03:50:20,9.28
cumid4932,2023-10-17 03:52:25,4.82
cumid4933,2023-10-17 04:09:13,4.81
cumid4934,2023-10-17 04:25:43,9.77
cumid4935,2023-10-17 05:08:42,4.92
cumid4936,2023-10-17 05:25:05,19.06
cumid4937,2023-10-17 05:35:01,4.9
cumid4938,2023-10-17 05:38:43,4.72
cumid221,2023-10-17 05:49:23,4.72
cumid4939,2023-10-17 05:49:32,4.69
cumid4940,2023-10-17 05:52:55,9.22
cumid4941,2023-10-17 06:03:04,9.26
cumid4942,2023-10-17 06:07:39,39.74
cumid4943,2023-10-17 06:08:21,4.8
cumid4944,2023-10-17 06:24:26,9.57
cumid4945,2023-10-17 06:26:59,9.89
cumid4946,2023-10-17 06:34:04,19.59
cumid4947,2023-10-17 06:36:44,4.9
cumid4948,2023-10-17 06:38:50,4.78
cumid4949,2023-10-17 06:40:23,4.93
cumid4950,2023-10-17 06:45:49,4.83
cumid4951,2023-10-17 06:46:25,4.71
cumid2625,2023-10-17 06:53:16,4.76
cumid4952,2023-10-17 06:55:58,4.81
cumid4953,2023-10-17 06:59:13,18.03
cumid4954,2023-10-17 06:59:24,9.37
cumid4955,2023-10-17 07:00:20,9.58
cumid4956,2023-10-17 07:05:15,4.64
cumid4957,2023-10-17 07:07:19,19.48
cumid43,2023-10-17 07:07:34,19.11
cumid59,2023-10-17 07:10:17,4.81
cumid4958,2023-10-17 07:10:38,150.77
cumid4959,2023-10-17 07:11:46,9.77
cumid3416,2023-10-17 07:11:54,9.56
cumid4960,2023-10-17 07:14:07,4.89
cumid4961,2023-10-17 07:14:26,4.8
cumid4962,2023-10-17 07:18:22,4.99
cumid4963,2023-10-17 07:19:39,9.96
cumid4964,2023-10-17 07:22:23,35.37
cumid4965,2023-10-17 07:22:45,4.83
cumid4966,2023-10-17 07:24:37,29.26
cumid4967,2023-10-17 07:27:10,4.66
cumid2123,2023-10-17 07:27:50,4.92
cumid4968,2023-10-17 07:28:10,4.95
cumid4969,2023-10-17 07:29:28,20.04
cumid4970,2023-10-17 07:34:45,5.02
cumid4971,2023-10-17 07:44:12,9.44
cumid4972,2023-10-17 07:48:54,4.83
cumid4973,2023-10-17 07:50:42,4.9
cumid4974,2023-10-17 07:53:25,4.83
cumid4975,2023-10-17 07:53:28,4.71
cumid4976,2023-10-17 07:57:42,4.86
cumid4977,2023-10-17 07:59:32,4.95
cumid4978,2023-10-17 08:01:25,4.74
cumid4979,2023-10-17 08:01:29,5.03
cumid3824,2023-10-17 08:03:25,5.02
cumid4980,2023-10-17 08:06:03,5.03
cumid4981,2023-10-17 08:07:28,4.89
cumid4982,2023-10-17 08:07:34,118.81
cumid4983,2023-10-17 08:09:32,9.61
cumid2610,2023-10-17 08:17:31,4.71
cumid4984,2023-10-17 08:18:17,9.3
cumid4985,2023-10-17 08:19:18,4.93
cumid3289,2023-10-17 08:20:01,20.05
cumid4986,2023-10-17 08:23:45,9.24
cumid4987,2023-10-17 08:24:03,19.05
cumid4988,2023-10-17 08:25:28,4.78
cumid4989,2023-10-17 08:26:23,30.25
cumid4990,2023-10-17 08:29:27,9.36
cumid4991,2023-10-17 08:33:53,4.77
cumid4992,2023-10-17 08:37:04,19.78
cumid4552,2023-10-17 08:37:56,20.08
cumid4993,2023-10-17 08:39:11,4.85
cumid4994,2023-10-17 08:39:12,4.9
cumid980,2023-10-17 08:46:33,4.99
cumid4995,2023-10-17 08:46:59,9.51
cumid4996,2023-10-17 08:51:31,4.98
cumid4997,2023-10-17 08:51:58,4.68
cumid4998,2023-10-17 08:52:35,4.85
cumid4999,2023-10-17 08:53:40,4.9
cumid5000,2023-10-17 08:57:19,4.7
cumid5001,2023-10-17 08:57:24,4.78
cumid5002,2023-10-17 08:59:34,9.31
cumid5003,2023-10-17 09:00:02,4.88
cumid5004,2023-10-17 09:01:01,4.7
cumid5005,2023-10-17 09:01:35,9.78
cumid221,2023-10-17 09:07:00,4.67
cumid5006,2023-10-17 09:08:02,111.04
cumid5007,2023-10-17 09:11:41,9.49
cumid5008,2023-10-17 09:11:57,9.84
cumid5009,2023-10-17 09:13:27,4.63
cumid5010,2023-10-17 09:14:43,9.26
cumid5011,2023-10-17 09:17:24,4.94
cumid5012,2023-10-17 09:18:29,18.91
cumid5013,2023-10-17 09:20:00,18.94
cumid5014,2023-10-17 09:20:31,9.85
cumid5015,2023-10-17 09:21:15,4.67
cumid5016,2023-10-17 09:23:15,19.39
cumid5017,2023-10-17 09:23:16,19.84
cumid1591,2023-10-17 09:27:15,9.85
cumid5018,2023-10-17 09:27:48,4.93
cumid5019,2023-10-17 09:29:25,19.75
cumid5020,2023-10-17 09:30:39,4.88
cumid5021,2023-10-17 09:32:01,37.9
cumid5022,2023-10-17 09:32:19,4.99
cumid5023,2023-10-17 09:33:17,4.73
cumid5024,2023-10-17 09:34:02,4.72
cumid5025,2023-10-17 09:35:10,37.29
cumid5026,2023-10-17 09:35:57,9.27
cumid5027,2023-10-17 09:36:30,28.56
cumid5028,2023-10-17 09:36:48,201.94
cumid5029,2023-10-17 09:37:34,4.66
cumid5030,2023-10-17 09:38:42,4.93
cumid5031,2023-10-17 09:40:27,4.77
cumid5032,2023-10-17 09:40:49,4.95
cumid5033,2023-10-17 09:44:07,4.68
cumid5034,2023-10-17 09:45:45,4.79
cumid5035,2023-10-17 09:46:37,9.3
cumid5036,2023-10-17 09:47:27,4.9
cumid5037,2023-10-17 09:48:29,4.88
cumid1946,2023-10-17 09:49:20,151.47
cumid4639,2023-10-17 09:49:24,4.81
cumid5038,2023-10-17 09:50:13,5.0
cumid5039,2023-10-17 09:50:20,4.88
cumid5040,2023-10-17 09:54:06,4.71
cumid5041,2023-10-17 09:54:10,5.0
cumid5042,2023-10-17 09:55:25,4.71
cumid5043,2023-10-17 09:55:58,4.8
cumid5044,2023-10-17 09:57:21,19.15
cumid5045,2023-10-17 09:59:07,4.92
cumid5046,2023-10-17 10:00:42,4.68
cumid5047,2023-10-17 10:00:58,5.01
cumid5048,2023-10-17 10:05:13,4.92
cumid2534,2023-10-17 10:05:41,4.77
cumid5049,2023-10-17 10:06:40,19.02
cumid5050,2023-10-17 10:07:03,9.48
cumid5051,2023-10-17 10:07:51,4.76
cumid5052,2023-10-17 10:09:43,19.17
cumid5053,2023-10-17 10:10:58,20.12
cumid1693,2023-10-17 10:11:44,9.75
cumid5054,2023-10-17 10:12:01,4.96
cumid5055,2023-10-17 10:14:02,4.88
cumid5056,2023-10-17 10:14:40,4.85
cumid1090,2023-10-17 10:15:53,91.99
cumid5057,2023-10-17 10:15:54,206.81
cumid5058,2023-10-17 10:16:48,9.3
cumid5059,2023-10-17 10:17:47,4.95
cumid5060,2023-10-17 10:18:15,9.69
cumid5061,2023-10-17 10:18:28,9.83
cumid5062,2023-10-17 10:19:10,37.92
cumid5063,2023-10-17 10:19:24,19.25
cumid5064,2023-10-17 10:21:04,9.35
cumid5065,2023-10-17 10:21:41,4.72
cumid5066,2023-10-17 10:23:07,4.69
cumid5067,2023-10-17 10:25:10,4.74
cumid5068,2023-10-17 10:26:20,4.71
cumid5069,2023-10-17 10:27:01,44.77
cumid5070,2023-10-17 10:27:32,19.48
cumid5071,2023-10-17 10:28:23,5.02
cumid5072,2023-10-17 10:30:51,9.78
cumid5073,2023-10-17 10:32:35,4.81
cumid5074,2023-10-17 10:33:48,58.13
cumid5075,2023-10-17 10:33:55,5.01
cumid5076,2023-10-17 10:35:16,4.76
cumid5077,2023-10-17 10:35:58,18.68
cumid5078,2023-10-17 10:38:43,18.83
cumid5079,2023-10-17 10:39:10,4.93
cumid5080,2023-10-17 10:41:15,18.23
cumid5081,2023-10-17 10:41:18,30.1
cumid5082,2023-10-17 10:41:54,19.23
cumid5083,2023-10-17 10:43:38,9.67
cumid5084,2023-10-17 10:45:29,4.67
cumid5085,2023-10-17 10:46:48,4.71
cumid5086,2023-10-17 10:48:05,19.98
cumid5087,2023-10-17 10:49:04,16.74
cumid5088,2023-10-17 10:49:46,4.88
cumid5089,2023-10-17 10:50:45,19.91
cumid5090,2023-10-17 10:52:28,4.88
cumid5091,2023-10-17 10:54:13,120.32
cumid5092,2023-10-17 10:55:24,9.18
cumid5093,2023-10-17 10:56:06,4.78
cumid5094,2023-10-17 10:56:20,4.73
cumid5095,2023-10-17 10:57:29,5.03
cumid5087,2023-10-17 10:58:53,4.85
cumid5096,2023-10-17 10:59:09,4.75
cumid5097,2023-10-17 11:00:59,4.66
cumid5098,2023-10-17 11:01:52,4.63
cumid5099,2023-10-17 11:03:06,9.57
cumid5100,2023-10-17 11:03:07,4.93
cumid5101,2023-10-17 11:03:59,4.72
cumid5102,2023-10-17 11:04:04,4.92
cumid5103,2023-10-17 11:04:20,4.8
cumid5104,2023-10-17 11:05:33,4.68
cumid5105,2023-10-17 11:08:23,18.73
cumid5106,2023-10-17 11:10:44,4.86
cumid5107,2023-10-17 11:11:00,19.67
cumid5109,2023-10-17 11:13:15,38.21
cumid5110,2023-10-17 11:14:51,4.91
cumid5111,2023-10-17 11:15:56,4.84
cumid5112,2023-10-17 11:16:57,4.75
cumid5113,2023-10-17 11:17:34,20.11
cumid5110,2023-10-17 11:20:48,9.79
cumid5114,2023-10-17 11:21:11,19.58
cumid5115,2023-10-17 11:21:37,19.74
cumid5116,2023-10-17 11:21:51,4.71
cumid5111,2023-10-17 11:25:20,10.03
cumid5117,2023-10-17 11:25:32,4.85
cumid5118,2023-10-17 11:26:21,18.7
cumid5119,2023-10-17 11:28:16,4.86
cumid5120,2023-10-17 11:31:48,19.01
cumid5121,2023-10-17 11:31:56,4.69
